event_id,time,latitude,longitude,depth_km,magnitude,mag_type,place,status,tsunami,sig,felt,cdi,mmi,alert,type,year,state
syn_2018_63,2018-11-18,39.2701,-105.7642,55.86,3.18,ml,Unknown,reviewed,0,318,,,,,earthquake,2018,Colorado
syn_2018_64,2018-10-26,36.2374,-103.204,18.12,2.72,ml,Unknown,reviewed,0,271,,,,,earthquake,2018,New Mexico
syn_2018_65,2018-10-18,46.7078,-142.4576,3.73,3.76,ml,Unknown,reviewed,0,376,,,,,earthquake,2018,Other
syn_2018_66,2018-06-03,30.637,-168.4436,10.89,3.03,ml,Unknown,reviewed,0,303,,,,,earthquake,2018,Other
syn_2018_67,2018-09-05,57.0879,-70.6034,10.53,2.83,ml,Unknown,reviewed,0,282,,,,,earthquake,2018,Alaska
syn_2018_68,2018-02-07,27.982,-144.158,15.68,2.59,ml,Unknown,reviewed,0,259,,,,,earthquake,2018,Other
syn_2018_69,2018-12-02,64.4755,-100.3693,2.9,2.72,ml,Unknown,reviewed,0,271,,,,,earthquake,2018,Alaska
syn_2018_70,2018-01-04,55.8898,-97.2171,3.71,4.89,ml,Unknown,reviewed,0,488,,,,,earthquake,2018,Alaska
syn_2018_71,2018-11-10,32.9486,-107.1692,4.73,2.79,ml,Unknown,reviewed,0,279,,,,,earthquake,2018,New Mexico
syn_2018_72,2018-09-17,25.2209,-137.7705,5.49,2.65,ml,Unknown,reviewed,0,264,,,,,earthquake,2018,Other
syn_2018_73,2018-02-09,57.6185,-142.0771,2.29,2.99,ml,Unknown,reviewed,0,299,,,,,earthquake,2018,Alaska
syn_2018_74,2018-03-14,53.2743,-108.4402,9.2,2.79,ml,Unknown,reviewed,0,279,,,,,earthquake,2018,Alaska
syn_2018_75,2018-12-03,54.1603,-80.7921,34.35,2.53,ml,Unknown,reviewed,0,252,,,,,earthquake,2018,Alaska
syn_2018_76,2018-01-27,55.8508,-72.4864,3.78,2.81,ml,Unknown,reviewed,0,281,,,,,earthquake,2018,Alaska
syn_2018_77,2018-01-13,27.9618,-159.0917,6.73,3.13,ml,Unknown,reviewed,0,312,,,,,earthquake,2018,Other
syn_2018_78,2018-07-14,39.3386,-154.0527,38.68,3.14,ml,Unknown,reviewed,0,314,,,,,earthquake,2018,Other
syn_2018_79,2018-12-11,29.6348,-72.6922,19.45,2.85,ml,Unknown,reviewed,0,285,,,,,earthquake,2018,Other
syn_2018_80,2018-04-03,59.5241,-94.1369,15.8,2.97,ml,Unknown,reviewed,0,297,,,,,earthquake,2018,Alaska
syn_2018_81,2018-03-16,49.9319,-79.0516,16.56,5.19,ml,Unknown,reviewed,0,519,,,,,earthquake,2018,Other
syn_2018_82,2018-03-01,38.2359,-149.1288,4.25,2.88,ml,Unknown,reviewed,0,287,,,,,earthquake,2018,Other
syn_2018_83,2018-09-22,27.5423,-109.4787,4.0,2.74,ml,Unknown,reviewed,0,273,,,,,earthquake,2018,Other
syn_2018_84,2018-08-02,37.4393,-97.7826,12.3,2.72,ml,Unknown,reviewed,0,272,,,,,earthquake,2018,Other
syn_2018_85,2018-08-19,38.0073,-99.9485,5.15,2.99,ml,Unknown,reviewed,0,298,,,,,earthquake,2018,Other
syn_2018_86,2018-09-13,54.1842,-127.9604,83.01,3.64,ml,Unknown,reviewed,0,364,,,,,earthquake,2018,Alaska
syn_2018_87,2018-04-04,50.5023,-168.4143,16.18,2.68,ml,Unknown,reviewed,0,268,,,,,earthquake,2018,Other
syn_2018_88,2018-10-25,60.4885,-109.9586,36.31,3.49,ml,Unknown,reviewed,0,348,,,,,earthquake,2018,Alaska
syn_2018_89,2018-11-24,43.8886,-143.9305,26.85,2.52,ml,Unknown,reviewed,0,251,,,,,earthquake,2018,Other
syn_2018_90,2018-04-16,29.7838,-123.6238,22.7,2.93,ml,Unknown,reviewed,0,293,,,,,earthquake,2018,Other
syn_2018_91,2018-01-10,53.5298,-71.3692,58.24,3.7,ml,Unknown,reviewed,0,369,,,,,earthquake,2018,Alaska
syn_2018_92,2018-07-04,55.4314,-128.8994,18.29,2.83,ml,Unknown,reviewed,0,283,,,,,earthquake,2018,Alaska
syn_2018_93,2018-03-17,47.4511,-83.5004,1.58,3.16,ml,Unknown,reviewed,0,316,,,,,earthquake,2018,Other
syn_2018_94,2018-02-03,55.8387,-150.5803,23.23,2.68,ml,Unknown,reviewed,0,268,,,,,earthquake,2018,Alaska
syn_2018_95,2018-03-03,44.7518,-100.7366,17.49,3.58,ml,Unknown,reviewed,0,358,,,,,earthquake,2018,Other
syn_2018_96,2018-05-10,45.9093,-69.3683,56.94,2.54,ml,Unknown,reviewed,0,254,,,,,earthquake,2018,Other
syn_2018_97,2018-03-19,42.1016,-159.505,0.47,4.03,ml,Unknown,reviewed,0,403,,,,,earthquake,2018,Other
syn_2018_98,2018-06-24,26.0168,-169.143,12.01,2.68,ml,Unknown,reviewed,0,267,,,,,earthquake,2018,Other
syn_2018_99,2018-06-08,29.3157,-125.341,31.2,4.16,ml,Unknown,reviewed,0,415,,,,,earthquake,2018,Other
syn_2018_100,2018-12-10,26.2572,-160.4596,17.8,2.85,ml,Unknown,reviewed,0,284,,,,,earthquake,2018,Other
syn_2018_101,2018-01-13,50.4564,-92.9164,6.2,3.53,ml,Unknown,reviewed,0,352,,,,,earthquake,2018,Other
syn_2018_102,2018-06-11,37.5742,-75.8015,52.45,2.81,ml,Unknown,reviewed,0,280,,,,,earthquake,2018,Other
syn_2018_103,2018-12-11,45.3428,-125.2958,44.2,4.39,ml,Unknown,reviewed,0,439,,,,,earthquake,2018,Other
syn_2018_104,2018-12-27,61.3027,-143.3527,26.7,2.61,ml,Unknown,reviewed,0,260,,,,,earthquake,2018,Alaska
syn_2018_105,2018-10-03,34.9717,-125.2565,2.62,2.66,ml,Unknown,reviewed,0,265,,,,,earthquake,2018,Other
syn_2018_106,2018-12-23,41.4153,-95.4849,12.11,3.04,ml,Unknown,reviewed,0,304,,,,,earthquake,2018,Other
syn_2018_107,2018-10-24,55.222,-169.0674,9.15,2.57,ml,Unknown,reviewed,0,256,,,,,earthquake,2018,Alaska
syn_2018_108,2018-06-20,34.1519,-109.2862,2.12,2.67,ml,Unknown,reviewed,0,267,,,,,earthquake,2018,Arizona
syn_2018_109,2018-12-27,28.0792,-106.831,23.42,4.8,ml,Unknown,reviewed,0,480,,,,,earthquake,2018,Other
syn_2018_110,2018-02-13,36.5901,-104.3181,36.78,5.5,ml,Unknown,reviewed,0,550,,,,,earthquake,2018,New Mexico
syn_2018_111,2018-06-21,31.4489,-145.0717,5.41,2.88,ml,Unknown,reviewed,0,287,,,,,earthquake,2018,Other
syn_2018_112,2018-12-14,62.1879,-96.4526,6.26,4.55,ml,Unknown,reviewed,0,455,,,,,earthquake,2018,Alaska
syn_2018_113,2018-09-27,57.3248,-160.5867,0.87,3.13,ml,Unknown,reviewed,0,312,,,,,earthquake,2018,Alaska
syn_2018_114,2018-12-23,50.3362,-149.4752,5.71,2.75,ml,Unknown,reviewed,0,275,,,,,earthquake,2018,Other
syn_2018_115,2018-12-15,59.8584,-79.6206,32.92,3.47,ml,Unknown,reviewed,0,346,,,,,earthquake,2018,Alaska
syn_2018_116,2018-10-20,57.1469,-93.9115,8.83,3.36,ml,Unknown,reviewed,0,336,,,,,earthquake,2018,Alaska
syn_2018_117,2018-11-25,32.4628,-168.5842,6.09,6.12,ml,Unknown,reviewed,0,611,,,,,earthquake,2018,Other
syn_2018_118,2018-04-23,60.7024,-144.4172,29.59,2.75,ml,Unknown,reviewed,0,274,,,,,earthquake,2018,Alaska
syn_2018_119,2018-11-03,46.5737,-147.9161,8.03,3.39,ml,Unknown,reviewed,0,339,,,,,earthquake,2018,Other
syn_2018_120,2018-08-16,57.2976,-142.1069,28.99,2.54,ml,Unknown,reviewed,0,254,,,,,earthquake,2018,Alaska
syn_2018_121,2018-03-11,60.8437,-144.5013,16.72,2.6,ml,Unknown,reviewed,0,259,,,,,earthquake,2018,Alaska
syn_2018_122,2018-05-26,37.7201,-163.5598,6.83,2.5,ml,Unknown,reviewed,0,250,,,,,earthquake,2018,Other
syn_2018_123,2018-10-08,29.4021,-122.7291,14.76,8.52,ml,Unknown,reviewed,0,852,,,,,earthquake,2018,Other
syn_2018_124,2018-07-14,34.1174,-94.5285,25.42,3.8,ml,Unknown,reviewed,0,379,,,,,earthquake,2018,Texas
syn_2018_125,2018-09-04,42.0843,-107.5066,6.86,3.74,ml,Unknown,reviewed,0,373,,,,,earthquake,2018,Wyoming
syn_2018_126,2018-08-17,57.7206,-100.6942,0.48,3.07,ml,Unknown,reviewed,0,307,,,,,earthquake,2018,Alaska
syn_2018_127,2018-06-16,59.4292,-161.6416,10.82,2.79,ml,Unknown,reviewed,0,278,,,,,earthquake,2018,Alaska
syn_2018_128,2018-06-05,25.2781,-71.9965,25.57,2.63,ml,Unknown,reviewed,0,263,,,,,earthquake,2018,Other
syn_2018_129,2018-09-16,45.4299,-83.6353,37.46,2.77,ml,Unknown,reviewed,0,276,,,,,earthquake,2018,Other
syn_2018_130,2018-04-14,41.6964,-87.0757,18.8,2.88,ml,Unknown,reviewed,0,287,,,,,earthquake,2018,Other
syn_2018_131,2018-08-10,33.8843,-85.2327,19.7,3.63,ml,Unknown,reviewed,0,362,,,,,earthquake,2018,Other
syn_2018_132,2018-02-13,29.7946,-73.9308,69.5,3.12,ml,Unknown,reviewed,0,312,,,,,earthquake,2018,Other
syn_2018_133,2018-02-01,38.5046,-113.9418,16.65,2.56,ml,Unknown,reviewed,0,256,,,,,earthquake,2018,Utah
syn_2018_134,2018-06-25,62.7164,-149.371,19.88,2.51,ml,Unknown,reviewed,0,251,,,,,earthquake,2018,Alaska
syn_2018_135,2018-06-06,37.9281,-106.4713,15.58,2.59,ml,Unknown,reviewed,0,258,,,,,earthquake,2018,Colorado
syn_2018_136,2018-12-04,45.7516,-93.4832,0.53,2.92,ml,Unknown,reviewed,0,292,,,,,earthquake,2018,Other
syn_2018_137,2018-01-21,53.1208,-93.9945,37.49,4.66,ml,Unknown,reviewed,0,466,,,,,earthquake,2018,Alaska
syn_2018_138,2018-08-24,39.5452,-116.2908,27.57,3.31,ml,Unknown,reviewed,0,331,,,,,earthquake,2018,California
syn_2018_139,2018-10-02,63.8713,-162.9488,26.32,3.79,ml,Unknown,reviewed,0,379,,,,,earthquake,2018,Alaska
syn_2018_140,2018-01-07,63.4979,-131.7754,8.66,3.0,ml,Unknown,reviewed,0,300,,,,,earthquake,2018,Alaska
syn_2018_141,2018-05-06,35.0713,-75.161,24.95,2.86,ml,Unknown,reviewed,0,285,,,,,earthquake,2018,Other
syn_2018_142,2018-01-25,44.8899,-109.8018,46.91,2.59,ml,Unknown,reviewed,0,259,,,,,earthquake,2018,Montana
syn_2018_143,2018-08-21,37.0351,-114.5518,13.59,4.17,ml,Unknown,reviewed,0,416,,,,,earthquake,2018,California
syn_2018_144,2018-01-08,36.3936,-142.3081,20.91,3.72,ml,Unknown,reviewed,0,372,,,,,earthquake,2018,Other
syn_2018_145,2018-11-20,26.4755,-132.0498,4.71,2.65,ml,Unknown,reviewed,0,264,,,,,earthquake,2018,Other
syn_2018_146,2018-06-16,49.3826,-77.7794,19.15,3.07,ml,Unknown,reviewed,0,307,,,,,earthquake,2018,Other
syn_2018_147,2018-02-03,45.1072,-101.3543,4.03,3.03,ml,Unknown,reviewed,0,303,,,,,earthquake,2018,Other
syn_2018_148,2018-01-16,27.0592,-88.8991,28.14,3.28,ml,Unknown,reviewed,0,328,,,,,earthquake,2018,Other
syn_2018_149,2018-07-18,36.1459,-123.2024,8.24,4.84,ml,Unknown,reviewed,0,483,,,,,earthquake,2018,California
syn_2018_150,2018-08-15,61.3306,-105.0845,23.79,3.19,ml,Unknown,reviewed,0,319,,,,,earthquake,2018,Alaska
syn_2018_151,2018-01-11,34.5825,-144.4165,15.11,3.12,ml,Unknown,reviewed,0,312,,,,,earthquake,2018,Other
syn_2018_152,2018-09-05,30.7958,-97.3375,4.75,2.54,ml,Unknown,reviewed,0,254,,,,,earthquake,2018,Texas
syn_2018_153,2018-12-21,44.5781,-125.9571,17.84,2.55,ml,Unknown,reviewed,0,255,,,,,earthquake,2018,Other
syn_2018_154,2018-06-14,64.426,-124.4178,8.43,2.67,ml,Unknown,reviewed,0,266,,,,,earthquake,2018,Alaska
syn_2018_155,2018-08-27,34.6822,-103.1198,37.08,2.53,ml,Unknown,reviewed,0,252,,,,,earthquake,2018,New Mexico
syn_2018_156,2018-08-03,51.8854,-73.5631,1.2,3.59,ml,Unknown,reviewed,0,358,,,,,earthquake,2018,Alaska
syn_2018_157,2018-11-27,55.4648,-163.4073,27.92,3.53,ml,Unknown,reviewed,0,352,,,,,earthquake,2018,Alaska
syn_2018_158,2018-01-25,34.5055,-85.0514,21.07,2.62,ml,Unknown,reviewed,0,261,,,,,earthquake,2018,Other
syn_2018_159,2018-03-16,54.1287,-139.8845,16.46,3.95,ml,Unknown,reviewed,0,394,,,,,earthquake,2018,Alaska
syn_2018_160,2018-08-23,39.7113,-124.2763,4.5,2.63,ml,Unknown,reviewed,0,263,,,,,earthquake,2018,California
syn_2018_161,2018-12-21,50.2922,-167.7429,31.03,2.79,ml,Unknown,reviewed,0,278,,,,,earthquake,2018,Other
syn_2018_162,2018-12-27,50.3412,-138.9923,3.55,2.73,ml,Unknown,reviewed,0,272,,,,,earthquake,2018,Other
syn_2018_163,2018-08-26,46.431,-118.229,23.22,2.87,ml,Unknown,reviewed,0,287,,,,,earthquake,2018,Washington
syn_2018_164,2018-11-07,28.6116,-164.2139,35.47,2.74,ml,Unknown,reviewed,0,273,,,,,earthquake,2018,Other
syn_2018_165,2018-06-21,58.4121,-119.4171,4.31,3.04,ml,Unknown,reviewed,0,303,,,,,earthquake,2018,Alaska
syn_2018_166,2018-12-19,37.8312,-74.5076,32.46,2.92,ml,Unknown,reviewed,0,291,,,,,earthquake,2018,Other
syn_2018_167,2018-02-14,32.4607,-159.1445,5.63,5.95,ml,Unknown,reviewed,0,594,,,,,earthquake,2018,Other
syn_2018_168,2018-10-16,26.631,-91.2626,20.03,2.55,ml,Unknown,reviewed,0,254,,,,,earthquake,2018,Other
syn_2018_169,2018-10-15,48.6357,-127.8039,1.66,2.62,ml,Unknown,reviewed,0,262,,,,,earthquake,2018,Other
syn_2018_170,2018-12-08,52.1026,-102.5171,13.59,2.54,ml,Unknown,reviewed,0,254,,,,,earthquake,2018,Alaska
syn_2018_171,2018-12-11,25.6635,-143.1956,21.22,3.29,ml,Unknown,reviewed,0,328,,,,,earthquake,2018,Other
syn_2018_172,2018-11-18,45.4837,-153.5723,1.17,2.54,ml,Unknown,reviewed,0,254,,,,,earthquake,2018,Other
syn_2018_173,2018-01-19,34.0598,-153.4724,7.15,3.95,ml,Unknown,reviewed,0,394,,,,,earthquake,2018,Other
syn_2018_174,2018-07-07,50.8069,-162.7393,9.43,3.07,ml,Unknown,reviewed,0,307,,,,,earthquake,2018,Other
syn_2018_175,2018-10-07,31.9747,-150.8784,41.85,3.1,ml,Unknown,reviewed,0,309,,,,,earthquake,2018,Other
syn_2018_176,2018-08-16,52.6375,-101.5854,6.18,3.16,ml,Unknown,reviewed,0,315,,,,,earthquake,2018,Alaska
syn_2018_177,2018-10-18,40.4694,-79.1859,15.93,2.65,ml,Unknown,reviewed,0,264,,,,,earthquake,2018,Other
syn_2018_178,2018-05-05,62.4692,-86.1451,25.44,2.68,ml,Unknown,reviewed,0,267,,,,,earthquake,2018,Alaska
syn_2018_179,2018-09-27,30.5008,-99.4312,20.09,2.81,ml,Unknown,reviewed,0,280,,,,,earthquake,2018,Texas
syn_2018_180,2018-07-25,38.6427,-158.6255,28.9,3.22,ml,Unknown,reviewed,0,322,,,,,earthquake,2018,Other
syn_2018_181,2018-06-17,29.5389,-140.2137,2.76,2.69,ml,Unknown,reviewed,0,268,,,,,earthquake,2018,Other
syn_2018_182,2018-07-16,61.9877,-138.0899,10.07,2.6,ml,Unknown,reviewed,0,259,,,,,earthquake,2018,Alaska
syn_2018_183,2018-03-27,60.0936,-144.2544,36.84,5.31,ml,Unknown,reviewed,0,530,,,,,earthquake,2018,Alaska
syn_2018_184,2018-01-10,35.3177,-116.9544,0.25,2.52,ml,Unknown,reviewed,0,251,,,,,earthquake,2018,California
syn_2018_185,2018-01-21,51.3994,-114.838,1.12,3.8,ml,Unknown,reviewed,0,379,,,,,earthquake,2018,Alaska
syn_2018_186,2018-07-06,57.6889,-133.2407,1.82,3.74,ml,Unknown,reviewed,0,374,,,,,earthquake,2018,Alaska
syn_2018_187,2018-06-25,47.208,-133.5597,1.08,2.78,ml,Unknown,reviewed,0,278,,,,,earthquake,2018,Other
syn_2018_188,2018-01-10,46.186,-84.6588,7.29,2.62,ml,Unknown,reviewed,0,261,,,,,earthquake,2018,Other
syn_2018_189,2018-03-02,34.6741,-88.7028,6.14,2.63,ml,Unknown,reviewed,0,262,,,,,earthquake,2018,Other
syn_2018_190,2018-06-06,28.7241,-138.297,14.57,3.46,ml,Unknown,reviewed,0,345,,,,,earthquake,2018,Other
syn_2018_191,2018-05-24,60.8886,-75.8798,15.93,3.32,ml,Unknown,reviewed,0,332,,,,,earthquake,2018,Alaska
syn_2018_192,2018-01-13,61.0167,-71.8601,59.55,3.72,ml,Unknown,reviewed,0,372,,,,,earthquake,2018,Alaska
syn_2018_193,2018-05-27,50.3241,-136.3455,19.54,4.72,ml,Unknown,reviewed,0,471,,,,,earthquake,2018,Other
syn_2018_194,2018-10-20,38.5612,-133.4942,35.28,3.44,ml,Unknown,reviewed,0,344,,,,,earthquake,2018,Other
syn_2018_195,2018-02-07,38.9684,-117.9197,8.75,2.64,ml,Unknown,reviewed,0,263,,,,,earthquake,2018,California
syn_2018_196,2018-09-11,54.0382,-73.0646,151.87,2.72,ml,Unknown,reviewed,0,272,,,,,earthquake,2018,Alaska
syn_2018_197,2018-06-05,60.8844,-79.7391,23.84,3.98,ml,Unknown,reviewed,0,397,,,,,earthquake,2018,Alaska
syn_2018_198,2018-12-22,60.4835,-159.4355,3.22,2.69,ml,Unknown,reviewed,0,268,,,,,earthquake,2018,Alaska
syn_2018_199,2018-06-02,56.195,-129.5487,25.05,2.56,ml,Unknown,reviewed,0,256,,,,,earthquake,2018,Alaska
syn_2018_200,2018-07-20,50.6813,-113.0028,0.29,3.47,ml,Unknown,reviewed,0,347,,,,,earthquake,2018,Other
syn_2018_201,2018-12-09,28.3656,-118.1774,16.54,2.91,ml,Unknown,reviewed,0,291,,,,,earthquake,2018,Other
syn_2018_202,2018-02-21,31.4651,-150.0321,3.27,4.52,ml,Unknown,reviewed,0,452,,,,,earthquake,2018,Other
syn_2018_203,2018-09-04,60.9422,-81.5419,43.71,3.34,ml,Unknown,reviewed,0,334,,,,,earthquake,2018,Alaska
syn_2018_204,2018-06-22,49.2572,-100.2751,11.52,2.58,ml,Unknown,reviewed,0,257,,,,,earthquake,2018,Other
syn_2018_205,2018-08-10,25.3679,-83.6954,9.57,4.86,ml,Unknown,reviewed,0,486,,,,,earthquake,2018,Florida
syn_2018_206,2018-05-27,29.0589,-81.5473,21.76,2.74,ml,Unknown,reviewed,0,273,,,,,earthquake,2018,Florida
syn_2018_207,2018-02-10,51.5401,-92.9193,21.68,2.83,ml,Unknown,reviewed,0,282,,,,,earthquake,2018,Alaska
